server,eval_csv,run_dir,env,domain,task,config,seed,target_steps,final_step,status,success_final,return_final,length_final,success_best,best_step,drop_from_best,success_peak_after_500k,peak_step_after_500k,trajectory,mtime
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task5-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task5-v0_seed2/sd002_20260605_161754/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task5-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task5-v0_seed2/sd002_20260605_161754,cube-double-play-singletask-task5-v0,cube-double,task5,R3_flow_residual_disagree_typicality_std_lam0p001,5,300000,300000,COMPLETED,0.5,-640.4,400.9,0.5,300000,0,,,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.5,2026-06-05T17:36:43
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task1-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task1-v0_seed2/sd002_20260605_185431/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task1-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task1-v0_seed2/sd002_20260605_185431,scene-play-singletask-task1-v0,scene,task1,R3_flow_residual_disagree_typicality_std_lam0p001,5,300000,300000,COMPLETED,1,-107.3,85.6,1,50000,0,,,0:0 -> 100k:1 -> 200k:1 -> 300k:1,2026-06-05T20:12:05
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task2-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260605_202006/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task2-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260605_202006,scene-play-singletask-task2-v0,scene,task2,R3_flow_residual_disagree_typicality_std_lam0p001,5,300000,300000,COMPLETED,1,-505,267,1,100000,0,,,0:0 -> 100k:1 -> 200k:1 -> 300k:1,2026-06-05T21:40:36
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task3-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260605_224944/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task3-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260605_224944,scene-play-singletask-task3-v0,scene,task3,R3_flow_residual_disagree_typicality_std_lam0p001,5,300000,300000,COMPLETED,0.8,-698.5,367.3,1,200000,-0.2,,,0:0 -> 100k:0.3 -> 200k:1 -> 300k:0.8,2026-06-06T00:08:41
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task4-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task4-v0_seed2/sd002_20260606_002549/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task4-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task4-v0_seed2/sd002_20260606_002549,scene-play-singletask-task4-v0,scene,task4,R3_flow_residual_disagree_typicality_std_lam0p001,5,300000,300000,COMPLETED,0,-860.6,750,0.2,250000,-0.2,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-06T01:48:21
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task5-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task5-v0_seed2/sd002_20260606_025057/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task5-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_scene-play-singletask-task5-v0_seed2/sd002_20260606_025057,scene-play-singletask-task5-v0,scene,task5,R3_flow_residual_disagree_typicality_std_lam0p001,5,300000,300000,COMPLETED,0,-1503.4,750,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-06T04:11:04
4090d,/root/sb-value-flows/exp/fullsafe_light_seed_extension_4090d/V0_light_default_cube-triple-play-singletask-task1-v0_seed3/sd003_20260531_091452/eval.csv,/root/sb-value-flows/exp/fullsafe_light_seed_extension_4090d/V0_light_default_cube-triple-play-singletask-task1-v0_seed3/sd003_20260531_091452,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,3,1000000,1000000,COMPLETED,0.8,-389.3,390.1,0.9,850000,-0.1,0.9,850000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1 -> 400k:0.1 -> 500k:0.1 -> 600k:0.5 -> 700k:0.6 -> 800k:0.2 -> 900k:0.8 -> 1M:0.8,2026-05-31T13:42:21
4090d,/root/sb-value-flows/exp/fullsafe_light_seed_extension_4090d/V0_light_default_cube-triple-play-singletask-task1-v0_seed4/sd004_20260531_091452/eval.csv,/root/sb-value-flows/exp/fullsafe_light_seed_extension_4090d/V0_light_default_cube-triple-play-singletask-task1-v0_seed4/sd004_20260531_091452,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,4,1000000,1000000,COMPLETED,0.2,-867.2,865.6,0.3,650000,-0.1,0.3,650000,0:0 -> 100k:0 -> 200k:0.1 -> 300k:0 -> 400k:0.1 -> 500k:0 -> 600k:0 -> 700k:0 -> 800k:0.3 -> 900k:0.2 -> 1M:0.2,2026-05-31T13:37:21
4090d,/root/sb-value-flows/exp/fullsafe_light_seed_extension_4090d/V0_light_default_puzzle-3x3-play-singletask-task4-v0_seed3/sd003_20260531_133727/eval.csv,/root/sb-value-flows/exp/fullsafe_light_seed_extension_4090d/V0_light_default_puzzle-3x3-play-singletask-task4-v0_seed3/sd003_20260531_133727,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,3,1000000,1000000,COMPLETED,0.6,-1087.7,432.5,0.6,1000000,0,0.6,1000000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1 -> 400k:0.1 -> 500k:0 -> 600k:0.2 -> 700k:0.2 -> 800k:0 -> 900k:0.1 -> 1M:0.6,2026-05-31T17:56:57
4090d,/root/sb-value-flows/exp/fullsafe_light_seed_extension_4090d/V0_light_default_puzzle-3x3-play-singletask-task4-v0_seed4/sd004_20260531_134228/eval.csv,/root/sb-value-flows/exp/fullsafe_light_seed_extension_4090d/V0_light_default_puzzle-3x3-play-singletask-task4-v0_seed4/sd004_20260531_134228,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,4,1000000,1000000,COMPLETED,0.8,-924.7,356.7,0.8,850000,0,0.8,850000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0 -> 600k:0 -> 700k:0.3 -> 800k:0.4 -> 900k:0.5 -> 1M:0.8,2026-05-31T18:10:01
4090d,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_cube-triple-play-singletask-task1-v0_seed0/matched_origin_cube-triple-play-singletask-task1-v0_seed0/sd000_20260531_191344/eval.csv,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_cube-triple-play-singletask-task1-v0_seed0/matched_origin_cube-triple-play-singletask-task1-v0_seed0/sd000_20260531_191344,cube-triple-play-singletask-task1-v0,cube-triple,task1,FullSafe,0,1000000,1000000,COMPLETED,0.4,-739.7,732,0.7,850000,-0.3,0.7,850000,0:0 -> 100k:0.3 -> 200k:0 -> 300k:0.2 -> 400k:0.6 -> 500k:0.5 -> 600k:0.3 -> 700k:0 -> 800k:0.5 -> 900k:0.4 -> 1M:0.4,2026-05-31T22:04:16
4090d,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_cube-triple-play-singletask-task1-v0_seed1/matched_origin_cube-triple-play-singletask-task1-v0_seed1/sd001_20260531_191344/eval.csv,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_cube-triple-play-singletask-task1-v0_seed1/matched_origin_cube-triple-play-singletask-task1-v0_seed1/sd001_20260531_191344,cube-triple-play-singletask-task1-v0,cube-triple,task1,FullSafe,1,1000000,1000000,COMPLETED,0.3,-859.3,838.6,0.5,650000,-0.2,0.5,650000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0.1 -> 500k:0 -> 600k:0.3 -> 700k:0.1 -> 800k:0.4 -> 900k:0.4 -> 1M:0.3,2026-05-31T21:59:47
4090d,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_cube-triple-play-singletask-task1-v0_seed2/matched_origin_cube-triple-play-singletask-task1-v0_seed2/sd002_20260531_220008/eval.csv,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_cube-triple-play-singletask-task1-v0_seed2/matched_origin_cube-triple-play-singletask-task1-v0_seed2/sd002_20260531_220008,cube-triple-play-singletask-task1-v0,cube-triple,task1,FullSafe,2,1000000,1000000,COMPLETED,0.6,-695.1,631,1,900000,-0.4,1,900000,0:0 -> 100k:0 -> 200k:0.1 -> 300k:0 -> 400k:0.1 -> 500k:0.4 -> 600k:0.2 -> 700k:0.7 -> 800k:0.7 -> 900k:1 -> 1M:0.6,2026-06-01T00:45:37
4090d,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_cube-triple-play-singletask-task1-v0_seed3/matched_origin_cube-triple-play-singletask-task1-v0_seed3/sd003_20260531_220438/eval.csv,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_cube-triple-play-singletask-task1-v0_seed3/matched_origin_cube-triple-play-singletask-task1-v0_seed3/sd003_20260531_220438,cube-triple-play-singletask-task1-v0,cube-triple,task1,FullSafe,3,1000000,1000000,COMPLETED,0.7,-678.8,679.5,0.9,300000,-0.2,0.7,1000000,0:0 -> 100k:0.3 -> 200k:0 -> 300k:0.9 -> 400k:0.6 -> 500k:0.2 -> 600k:0.1 -> 700k:0.4 -> 800k:0.6 -> 900k:0.5 -> 1M:0.7,2026-06-01T00:54:57
4090d,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_cube-triple-play-singletask-task1-v0_seed4/matched_origin_cube-triple-play-singletask-task1-v0_seed4/sd004_20260601_004546/eval.csv,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_cube-triple-play-singletask-task1-v0_seed4/matched_origin_cube-triple-play-singletask-task1-v0_seed4/sd004_20260601_004546,cube-triple-play-singletask-task1-v0,cube-triple,task1,FullSafe,4,1000000,1000000,COMPLETED,0.8,-485.5,486.3,0.8,1000000,0,0.8,1000000,0:0 -> 100k:0.1 -> 200k:0.6 -> 300k:0.4 -> 400k:0.2 -> 500k:0 -> 600k:0.7 -> 700k:0.3 -> 800k:0.5 -> 900k:0.3 -> 1M:0.8,2026-06-01T03:33:42
4090d,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_puzzle-3x3-play-singletask-task4-v0_seed0/matched_origin_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260601_005517/eval.csv,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_puzzle-3x3-play-singletask-task4-v0_seed0/matched_origin_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260601_005517,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,FullSafe,0,1000000,1000000,COMPLETED,1,-805.3,276.1,1,500000,0,1,500000,0:0 -> 100k:0 -> 200k:0.3 -> 300k:0.2 -> 400k:0.4 -> 500k:1 -> 600k:0.9 -> 700k:1 -> 800k:1 -> 900k:1 -> 1M:1,2026-06-01T03:40:21
4090d,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_puzzle-3x3-play-singletask-task4-v0_seed1/matched_origin_puzzle-3x3-play-singletask-task4-v0_seed1/sd001_20260601_033356/eval.csv,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_puzzle-3x3-play-singletask-task4-v0_seed1/matched_origin_puzzle-3x3-play-singletask-task4-v0_seed1/sd001_20260601_033356,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,FullSafe,1,1000000,1000000,COMPLETED,1,-829.9,274.4,1,500000,0,1,500000,0:0 -> 100k:0 -> 200k:0.1 -> 300k:0 -> 400k:0.5 -> 500k:1 -> 600k:1 -> 700k:1 -> 800k:1 -> 900k:1 -> 1M:1,2026-06-01T06:14:10
4090d,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_puzzle-3x3-play-singletask-task4-v0_seed2/matched_origin_puzzle-3x3-play-singletask-task4-v0_seed2/sd002_20260601_034041/eval.csv,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_puzzle-3x3-play-singletask-task4-v0_seed2/matched_origin_puzzle-3x3-play-singletask-task4-v0_seed2/sd002_20260601_034041,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,FullSafe,2,1000000,1000000,COMPLETED,1,-791.9,266.7,1,750000,0,1,750000,0:0 -> 100k:0.1 -> 200k:0.4 -> 300k:0.7 -> 400k:0.2 -> 500k:0.3 -> 600k:0.8 -> 700k:0.9 -> 800k:1 -> 900k:1 -> 1M:1,2026-06-01T06:26:30
4090d,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_puzzle-3x3-play-singletask-task4-v0_seed3/matched_origin_puzzle-3x3-play-singletask-task4-v0_seed3/sd003_20260601_061420/eval.csv,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_puzzle-3x3-play-singletask-task4-v0_seed3/matched_origin_puzzle-3x3-play-singletask-task4-v0_seed3/sd003_20260601_061420,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,FullSafe,3,1000000,1000000,COMPLETED,1,-885.3,316,1,750000,0,1,750000,0:0 -> 100k:0 -> 200k:0.7 -> 300k:0.2 -> 400k:0.1 -> 500k:0.3 -> 600k:0.9 -> 700k:0.7 -> 800k:1 -> 900k:0.9 -> 1M:1,2026-06-01T08:54:43
4090d,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_puzzle-3x3-play-singletask-task4-v0_seed4/matched_origin_puzzle-3x3-play-singletask-task4-v0_seed4/sd004_20260601_062650/eval.csv,/root/sb-value-flows/exp/matched_origin_vs_fullsafe_4090d/origin_puzzle-3x3-play-singletask-task4-v0_seed4/matched_origin_puzzle-3x3-play-singletask-task4-v0_seed4/sd004_20260601_062650,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,FullSafe,4,1000000,1000000,COMPLETED,1,-817.2,292.6,1,700000,0,1,700000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0.3 -> 500k:0.4 -> 600k:0.9 -> 700k:1 -> 800k:1 -> 900k:1 -> 1M:1,2026-06-01T09:12:44
4090d,/root/sb-value-flows/exp/minimal_sb_1m_confirm_4090d/S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed0/minimal_sb_1m_S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260601_234112/eval.csv,/root/sb-value-flows/exp/minimal_sb_1m_confirm_4090d/S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed0/minimal_sb_1m_S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260601_234112,cube-triple-play-singletask-task1-v0,cube-triple,task1,P0,0,1000000,1000000,COMPLETED,0.8,-528.1,522.9,0.8,700000,0,0.8,700000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.5 -> 400k:0.6 -> 500k:0.6 -> 600k:0.5 -> 700k:0.8 -> 800k:0.6 -> 900k:0.6 -> 1M:0.8,2026-06-02T04:10:06
4090d,/root/sb-value-flows/exp/minimal_sb_1m_confirm_4090d/S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed1/minimal_sb_1m_S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed1/sd001_20260601_234112/eval.csv,/root/sb-value-flows/exp/minimal_sb_1m_confirm_4090d/S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed1/minimal_sb_1m_S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed1/sd001_20260601_234112,cube-triple-play-singletask-task1-v0,cube-triple,task1,P0,1,1000000,1000000,COMPLETED,0.3,-829.8,822.2,0.8,600000,-0.5,0.8,600000,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.2 -> 400k:0.4 -> 500k:0.3 -> 600k:0.8 -> 700k:0.4 -> 800k:0.4 -> 900k:0.6 -> 1M:0.3,2026-06-02T04:03:31
4090d,/root/sb-value-flows/exp/minimal_sb_1m_confirm_4090d/S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed2/minimal_sb_1m_S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed2/sd002_20260602_040345/eval.csv,/root/sb-value-flows/exp/minimal_sb_1m_confirm_4090d/S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed2/minimal_sb_1m_S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed2/sd002_20260602_040345,cube-triple-play-singletask-task1-v0,cube-triple,task1,P0,2,1000000,1000000,COMPLETED,0.7,-665.3,586.6,0.8,900000,-0.1,0.8,900000,0:0 -> 100k:0.1 -> 200k:0.2 -> 300k:0 -> 400k:0.1 -> 500k:0.5 -> 600k:0.5 -> 700k:0.6 -> 800k:0.7 -> 900k:0.8 -> 1M:0.7,2026-06-02T08:23:14
4090d,/root/sb-value-flows/exp/minimal_sb_1m_confirm_4090d/S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/minimal_sb_1m_S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260602_041025/eval.csv,/root/sb-value-flows/exp/minimal_sb_1m_confirm_4090d/S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/minimal_sb_1m_S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260602_041025,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,P0,0,1000000,1000000,COMPLETED,0,-2670.7,500,0.5,300000,-0.5,0.4,700000,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.5 -> 400k:0.1 -> 500k:0.1 -> 600k:0.2 -> 700k:0.4 -> 800k:0.2 -> 900k:0 -> 1M:0,2026-06-02T08:42:23
4090d,/root/sb-value-flows/exp/minimal_sb_1m_confirm_4090d/S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed1/minimal_sb_1m_S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed1/sd001_20260602_082339/eval.csv,/root/sb-value-flows/exp/minimal_sb_1m_confirm_4090d/S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed1/minimal_sb_1m_S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed1/sd001_20260602_082339,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,P0,1,1000000,1000000,COMPLETED,0.3,-1801.9,426.8,0.3,250000,0,0.3,1000000,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.3 -> 400k:0.1 -> 500k:0 -> 600k:0 -> 700k:0 -> 800k:0 -> 900k:0.2 -> 1M:0.3,2026-06-02T12:48:32
4090d,/root/sb-value-flows/exp/minimal_sb_1m_confirm_4090d/S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed2/minimal_sb_1m_S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed2/sd002_20260602_084240/eval.csv,/root/sb-value-flows/exp/minimal_sb_1m_confirm_4090d/S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed2/minimal_sb_1m_S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed2/sd002_20260602_084240,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,P0,2,1000000,1000000,COMPLETED,0.2,-1760.1,453.1,0.4,700000,-0.2,0.4,700000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.2 -> 400k:0.1 -> 500k:0.1 -> 600k:0.3 -> 700k:0.4 -> 800k:0.3 -> 900k:0.1 -> 1M:0.2,2026-06-02T13:15:13
4090d,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/P0_particle_cube-triple-play-singletask-task1-v0_seed0/minimal_sb_300k_P0_particle_cube-triple-play-singletask-task1-v0_seed0/sd000_20260601_113737/eval.csv,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/P0_particle_cube-triple-play-singletask-task1-v0_seed0/minimal_sb_300k_P0_particle_cube-triple-play-singletask-task1-v0_seed0/sd000_20260601_113737,cube-triple-play-singletask-task1-v0,cube-triple,task1,P0_particle,0,300000,300000,COMPLETED,0,-1139.3,1000,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-01T13:01:06
4090d,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/P0_particle_puzzle-3x3-play-singletask-task4-v0_seed0/minimal_sb_300k_P0_particle_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260601_130121/eval.csv,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/P0_particle_puzzle-3x3-play-singletask-task4-v0_seed0/minimal_sb_300k_P0_particle_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260601_130121,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,P0_particle,0,300000,300000,COMPLETED,0,-1197.6,500,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-01T14:22:52
4090d,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/P0_particle_puzzle-4x4-play-singletask-task4-v0_seed0/minimal_sb_300k_P0_particle_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260601_153910/eval.csv,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/P0_particle_puzzle-4x4-play-singletask-task4-v0_seed0/minimal_sb_300k_P0_particle_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260601_153910,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,P0_particle,0,300000,300000,COMPLETED,0.3,-2000.5,441.7,0.5,200000,-0.2,,,0:0 -> 100k:0 -> 200k:0.5 -> 300k:0.3,2026-06-01T16:59:45
4090d,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed0/minimal_sb_300k_S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260601_113737/eval.csv,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed0/minimal_sb_300k_S1_sb_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260601_113737,cube-triple-play-singletask-task1-v0,cube-triple,task1,P0,0,300000,300000,COMPLETED,0.7,-663.5,664.2,0.7,300000,0,,,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.7,2026-06-01T12:58:03
4090d,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/S1_sb_lam0p001_puzzle-3x3-play-singletask-task4-v0_seed0/minimal_sb_300k_S1_sb_lam0p001_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260601_141946/eval.csv,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/S1_sb_lam0p001_puzzle-3x3-play-singletask-task4-v0_seed0/minimal_sb_300k_S1_sb_lam0p001_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260601_141946,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,P0,0,300000,300000,COMPLETED,0,-1194.6,500,0.1,250000,-0.1,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-01T15:39:01
4090d,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/minimal_sb_300k_S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260601_154452/eval.csv,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/minimal_sb_300k_S1_sb_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260601_154452,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,P0,0,300000,300000,COMPLETED,0.4,-1740.1,429.2,0.4,300000,0,,,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.4,2026-06-01T17:08:52
4090d,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/S2_sb_lam0p003_cube-triple-play-singletask-task1-v0_seed0/minimal_sb_300k_S2_sb_lam0p003_cube-triple-play-singletask-task1-v0_seed0/sd000_20260601_125821/eval.csv,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/S2_sb_lam0p003_cube-triple-play-singletask-task1-v0_seed0/minimal_sb_300k_S2_sb_lam0p003_cube-triple-play-singletask-task1-v0_seed0/sd000_20260601_125821,cube-triple-play-singletask-task1-v0,cube-triple,task1,P0,0,300000,300000,COMPLETED,0.1,-1010,971.7,0.4,250000,-0.3,,,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.1,2026-06-01T14:19:23
4090d,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/S2_sb_lam0p003_puzzle-3x3-play-singletask-task4-v0_seed0/minimal_sb_300k_S2_sb_lam0p003_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260601_142306/eval.csv,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/S2_sb_lam0p003_puzzle-3x3-play-singletask-task4-v0_seed0/minimal_sb_300k_S2_sb_lam0p003_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260601_142306,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,P0,0,300000,300000,COMPLETED,0,-1103.9,500,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-01T15:44:37
